track_path,split0,split1,split2,split3,split4
Mega_Pack_GM/Electronic GM/Old Skool/122 Old Skool 09 8-Bar.mid,test,train,train,train,train
Mega_Pack_GM/Electronic GM/Old Skool/140 Old Skool 01c.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/House/150 House 03b.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Trance/140 Trance 11 Cowbell 2.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Jungle/170 Jungle 03a.mid,train,test,train,train,valid
Mega_Pack_GM/Electronic GM/Techno/140 Techno 01b.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Jungle/170 Jungle 15a.mid,train,train,valid,train,test
Mega_Pack_GM/Electronic GM/Jungle/170 Jungle 08b.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Trance/140 Trance 01a.mid,valid,train,train,test,train
Mega_Pack_GM/Electronic GM/House/130 House 05c.mid,test,train,train,train,test
Mega_Pack_GM/Electronic GM/Old Skool/140 Old Skool 07b.mid,train,train,train,train,valid
Mega_Pack_GM/Electronic GM/Trance/145 Trance 06 8-Bar.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Garage/135 Garage 01 8-Bar.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Jungle/160 Jungle 11 8-Bar.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Jungle/170 Jungle 10c.mid,train,train,train,valid,train
Mega_Pack_GM/Electronic GM/Old Skool/150 Old Skool 10b.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Trance/140 Trance 04b.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/House/140 House 12 8-Bar.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Trance/140 Trance 10d.mid,train,train,train,train,train
Mega_Pack_GM/Funk HH RB GM/House/128 House 05 B.mid,train,train,train,test,train
Mega_Pack_GM/Funk HH RB GM/House/123 House 01.mid,train,train,train,train,test
Mega_Pack_GM/Electronic GM/Old Skool/136 Old Skool 02 8-Bar.mid,test,test,valid,train,valid
Mega_Pack_GM/Electronic GM/Jungle/170 Jungle 06b.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/House/150 House 03a.mid,valid,train,train,train,train
Mega_Pack_GM/Electronic GM/Old Skool/140 Old Skool 08a.mid,train,train,test,train,train
Mega_Pack_GM/Electronic GM/Downtempo/069 Downtempo 07.mid,train,valid,train,train,train
Mega_Pack_GM/Electronic GM/Downtempo/069 Downtempo 01c.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Techno/140 Techno 02 Snare Riff.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Downtempo/069 Downtempo 07 8-Bar.mid,train,train,train,train,test
Mega_Pack_GM/Electronic GM/Techno/137 Techno 06.mid,valid,train,valid,train,train
Mega_Pack_GM/Electronic GM/Old Skool/150 Old Skool 11.mid,test,train,train,train,test
Mega_Pack_GM/Electronic GM/Jungle/170 Jungle 12.mid,valid,valid,train,train,train
Mega_Pack_GM/Electronic GM/Trance/140 Trance 01b.mid,train,test,train,train,train
Mega_Pack_GM/Electronic GM/Downtempo/089 Downtempo 04a.mid,train,train,train,test,test
Mega_Pack_GM/Electronic GM/Jungle/170 Jungle 10.mid,train,train,train,train,test
Mega_Pack_GM/Funk HH RB GM/Preview Files/House.mid,test,train,train,train,train
Mega_Pack_GM/Electronic GM/Techno/140 Techno 09b.mid,train,test,train,train,test
Mega_Pack_GM/Electronic GM/Old Skool/140 Old Skool 07.mid,train,valid,train,train,valid
Mega_Pack_GM/Electronic GM/Jungle/170 Jungle 09b.mid,train,train,valid,train,train
Mega_Pack_GM/Electronic GM/Old Skool/140 Old Skool 03 8-Bar.mid,train,train,test,valid,train
Mega_Pack_GM/Funk HH RB GM/House/145 House 10 A.mid,train,train,train,valid,train
Mega_Pack_GM/Electronic GM/Trance/140 Trance 08a.mid,train,train,valid,train,train
Mega_Pack_GM/Electronic GM/Downtempo/080 Downtempo 10a.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Downtempo/080 Downtempo 06 8-Bar.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Trance/140 Trance 11b.mid,train,test,train,test,train
Mega_Pack_GM/Electronic GM/Techno/137 Techno 06b.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Garage/135 Garage 01b.mid,train,valid,train,valid,train
Mega_Pack_GM/Electronic GM/Techno/135 Techno 03b.mid,train,train,train,valid,train
Mega_Pack_GM/Electronic GM/House/140 House 08 8-Bar.mid,train,train,train,valid,train
Mega_Pack_GM/Electronic GM/Old Skool/132 Old Skool 12 8-Bar.mid,test,train,valid,train,train
Mega_Pack_GM/Electronic GM/Old Skool/122 Old Skool 09b.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Old Skool/150 Old Skool 11c.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Old Skool/140 Old Skool 06.mid,train,train,train,valid,train
Mega_Pack_GM/Electronic GM/Jungle/170 Jungle 04c.mid,train,valid,train,train,test
Mega_Pack_GM/Electronic GM/Trance/140 Trance 02b.mid,test,train,test,train,train
Mega_Pack_GM/Electronic GM/Jungle/170 Jungle 06 8-Bar.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Jungle/170 Jungle 13c.mid,train,test,train,train,train
Mega_Pack_GM/Electronic GM/House/140 House 08b.mid,train,test,train,train,train
Mega_Pack_GM/Electronic GM/Trance/140 Trance 09a.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/House/140 House 08a.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Jungle/170 Jungle 10a.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Trance/140 Trance 12.mid,train,valid,train,test,train
Mega_Pack_GM/Electronic GM/Techno/140 Techno 09 8-Bar.mid,test,train,train,test,train
Mega_Pack_GM/Electronic GM/Jungle/160 Jungle 05a.mid,train,train,train,test,train
Mega_Pack_GM/Electronic GM/House/140 House 02.mid,valid,train,train,train,train
Mega_Pack_GM/Electronic GM/Trance/140 Trance 12f.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Trance/140 Trance 04d.mid,train,valid,train,test,train
Mega_Pack_GM/Twisted GM/Bonus/120 Electronic 42TF/120 Electronic 42TF.mid,valid,test,train,valid,train
Mega_Pack_GM/Electronic GM/Garage/135 Garage 04b.mid,valid,train,train,test,train
Mega_Pack_GM/Twisted GM/Bonus/100 Electronic Dual Snare 1/100 Electronic Dual Snare 1.mid,train,train,train,train,test
Mega_Pack_GM/Electronic GM/Old Skool/140 Old Skool 01.mid,train,train,test,train,train
Mega_Pack_GM/Electronic GM/Downtempo/080 Downtempo 06b.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Old Skool/150 Old Skool 11b.mid,train,train,train,train,valid
Mega_Pack_GM/Electronic GM/Techno/142 Techno 04a.mid,train,test,train,train,train
Mega_Pack_GM/Electronic GM/Jungle/160 Jungle 11c.mid,train,train,test,train,train
Mega_Pack_GM/Variety Pack GM/Electronic/140 Trance Beat.mid,train,valid,train,valid,train
Mega_Pack_GM/Electronic GM/House/150 House 01 8-Bar.mid,train,train,train,test,train
Mega_Pack_GM/Electronic GM/House/140 House 12b.mid,train,valid,valid,train,train
Mega_Pack_GM/Electronic GM/Trance/140 Trance 01.mid,train,train,train,train,train
Mega_Pack_GM/Funk HH RB GM/House/143 House 06 B.mid,train,train,test,test,test
Mega_Pack_GM/Electronic GM/Old Skool/140 Old Skool 06 8-Bar.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Trance/140 Trance 08d.mid,train,train,train,valid,train
Mega_Pack_GM/Electronic GM/Techno/140 Techno 09.mid,train,test,train,train,test
Mega_Pack_GM/Electronic GM/Jungle/170 Jungle 16a.mid,train,train,train,test,train
Mega_Pack_GM/Electronic GM/Techno/135 Techno 03d.mid,train,valid,train,test,train
Mega_Pack_GM/Electronic GM/Trance/140 Trance 04.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/House/150 House 11c.mid,valid,train,train,train,train
Mega_Pack_GM/Electronic GM/Old Skool/140 Old Skool 08c.mid,train,train,train,valid,train
Mega_Pack_GM/Electronic GM/Garage/135 Garage 03a.mid,test,valid,valid,test,train
Mega_Pack_GM/Electronic GM/Trance/140 Trance 01 Open Hats 2.mid,train,test,test,train,train
Mega_Pack_GM/Electronic GM/Jungle/170 Jungle 08c.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/House/160 House 09c.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Downtempo/080 Downtempo 08.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Downtempo/069 Downtempo 01 8-Bar.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Old Skool/132 Old Skool 12b.mid,train,train,train,train,test
Mega_Pack_GM/Electronic GM/House/150 House 01.mid,train,test,train,valid,train
Mega_Pack_GM/Electronic GM/Techno/140 Techno 08.mid,train,train,test,valid,train
Mega_Pack_GM/Electronic GM/Jungle/170 Jungle 01 8-Bar.mid,train,test,valid,train,valid
Mega_Pack_GM/Electronic GM/Downtempo/080 Downtempo 05a.mid,train,train,train,train,valid
Mega_Pack_GM/Electronic GM/Jungle/170 Jungle 08 8-Bar.mid,train,train,train,valid,valid
Mega_Pack_GM/Funk HH RB GM/House/132 House 03 B.mid,train,train,test,train,train
Mega_Pack_GM/Funk HH RB GM/House/128 House 05.mid,test,valid,train,train,train
Mega_Pack_GM/Electronic GM/Techno/142 Techno 04 Toms.mid,train,valid,train,train,train
Mega_Pack_GM/Electronic GM/Jungle/170 Jungle 16 8-Bar.mid,valid,train,train,valid,train
Mega_Pack_GM/Electronic GM/Jungle/170 Jungle 07c.mid,train,train,train,train,test
Mega_Pack_GM/Electronic GM/House/140 House 08.mid,valid,train,train,train,train
Mega_Pack_GM/Twisted GM/Bonus/100 Electronic Dual Snare 2/100 Electronic Dual Snare 2.mid,test,train,train,train,test
Mega_Pack_GM/Electronic GM/Trance/140 Trance 04c.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Trance/145 Trance 06b.mid,train,train,test,train,train
Mega_Pack_GM/Electronic GM/Old Skool/140 Old Skool 05c.mid,test,train,train,train,train
Mega_Pack_GM/Electronic GM/Old Skool/140 Old Skool 07c.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/House/140 House 10b.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Trance/140 Trance 10c.mid,train,train,test,train,train
Mega_Pack_GM/Electronic GM/Jungle/170 Jungle 10b.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Techno/160 Techno 11.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Downtempo/080 Downtempo 08c.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Jungle/170 Jungle 15.mid,test,train,train,train,train
Mega_Pack_GM/Electronic GM/Garage/135 Garage 02.mid,valid,train,train,train,train
Mega_Pack_GM/Electronic GM/Downtempo/080 Downtempo 10 8-Bar.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Techno/140 Techno 10a.mid,valid,test,valid,train,train
Mega_Pack_GM/Electronic GM/Garage/135 Garage 03b.mid,train,train,train,test,train
Mega_Pack_GM/Electronic GM/Jungle/160 Jungle 11b.mid,test,train,train,train,train
Mega_Pack_GM/Electronic GM/Techno/140 Techno 08a.mid,train,train,valid,train,train
Mega_Pack_GM/Electronic GM/Trance/140 Trance 07 8-Bar.mid,train,train,test,train,train
Mega_Pack_GM/Electronic GM/Techno/140 Techno 02a.mid,test,valid,valid,test,train
Mega_Pack_GM/Electronic GM/Downtempo/080 Downtempo 03a.mid,train,valid,train,train,train
Mega_Pack_GM/Electronic GM/Old Skool/136 Old Skool 02a.mid,train,train,valid,train,valid
Mega_Pack_GM/Electronic GM/Trance/140 Trance 11 8-Bar.mid,valid,train,test,train,test
Mega_Pack_GM/Electronic GM/House/150 House 03c.mid,valid,train,train,train,train
Mega_Pack_GM/Electronic GM/Jungle/170 Jungle 06.mid,train,train,train,train,test
Mega_Pack_GM/Electronic GM/House/140 House 02c.mid,valid,train,train,train,train
Mega_Pack_GM/Electronic GM/Trance/140 Trance 08c.mid,train,test,test,train,train
Mega_Pack_GM/Electronic GM/Downtempo/080 Downtempo 03b.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Techno/160 Techno 11 Snares.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Jungle/170 Jungle 04 8-Bar.mid,train,valid,train,test,train
Mega_Pack_GM/Funk HH RB GM/House/130 House 07.mid,train,train,train,train,train
Mega_Pack_GM/Funk HH RB GM/House/128 House 04.mid,train,train,train,test,train
Mega_Pack_GM/Funk HH RB GM/House/128 House 05 A.mid,train,valid,valid,train,train
Mega_Pack_GM/Electronic GM/House/143 House 04b.mid,test,train,train,train,test
Mega_Pack_GM/Electronic GM/Old Skool/150 Old Skool 10 8-Bar.mid,test,train,train,train,train
Mega_Pack_GM/Electronic GM/House/150 House 01a.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Downtempo/080 Downtempo 12b.mid,train,valid,train,valid,test
Mega_Pack_GM/Funk HH RB GM/House/130 House 08.mid,train,train,valid,train,train
Mega_Pack_GM/Electronic GM/House/140 House 10.mid,train,valid,train,train,train
Mega_Pack_GM/Electronic GM/Trance/140 Trance 01 8-Bar.mid,train,train,train,train,train
Mega_Pack_GM/Electronic GM/Trance/145 Trance 06.mid,train,valid,train,train,train
Mega_Pack_GM/Electronic GM/Downtempo/080 Downtempo 06c.mid,valid,train,train,train,train
Mega_Pack_GM/Electronic GM/Downtempo/080 Downtempo 02c.mid,train,train,train,train,valid
Mega_Pack_GM/Electronic GM/Old Skool/132 Old Skool 12a.mid,train,test,train,valid,train
Mega_Pack_GM/Twisted GM/Bonus/120 Electronic 42TF/120 Electronic 42TF Crash.mid,train,test,train,train,train
Mega_Pack_GM/Electronic GM/Downtempo/080 Downtempo 09a.mid,train,train,train,train,train
