track_path,split0,split1,split2,split3,split4
Mega_Pack_GM/Fusion GM/Funk/116 Linear Funk 01 F3.mid,test,valid,train,train,train
Mega_Pack_GM/Electronic GM/Breakbeat/069 G-Funk 04.mid,valid,train,train,test,train
Mega_Pack_GM/Fusion GM/Funk/116 Linear Funk 01 F4.mid,train,train,valid,train,train
Mega_Pack_GM/Fusion GM/Preview Files/Funk/116 Linear Funk 02.mid,train,test,train,train,train
Mega_Pack_GM/Funk HH RB GM/Funk/132 Funk 12.mid,train,train,train,train,valid
Mega_Pack_GM/Funk HH RB GM/Funk/097 Funk 04 B.mid,train,valid,train,train,train
Mega_Pack_GM/Fusion GM/Funk/085 N.O. Funk 01 F1.mid,train,train,train,valid,train
Mega_Pack_GM/World Beats GM/4-4 Grooves/Afro-Cuban Funk/150 Afro-Cuban Funk 1.mid,train,train,train,train,valid
Mega_Pack_GM/Fusion GM/Funk/116 Linear Funk 02 B.mid,train,train,train,valid,train
Mega_Pack_GM/Electronic GM/Breakbeat/069 G-Funk 02a.mid,train,train,train,valid,train
Mega_Pack_GM/Variety Pack GM/Funk/088 16th Funk Crash.mid,train,test,train,train,train
Mega_Pack_GM/Fusion GM/Funk/116 Linear Funk 01.mid,train,train,test,train,train
